"latitude","longitude","id"
"55.70591792","37.58022093","574"
"55.72823221","37.65357398","575"
"55.72803847","37.65314482","576"
"55.72848045","37.65254401","577"
"55.72761545","37.63098237","578"
"55.72949234","37.63033864","579"
"55.73761225","37.58426695","580"
"55.73776963","37.58403091","581"
"55.7368314","37.58278637","582"
"55.73671639","37.58226065","583"
"55.73737618","37.58164911","584"
"55.7372067","37.58152573","585"
"55.73574787","37.58007197","586"
"55.73586288","37.57990567","587"
"55.73468246","37.57772236","588"
"55.73469154","37.57807104","589"
"55.7348338","37.57768481","590"
"55.73379561","37.57568924","591"
"55.7338955","37.57554977","592"
"55.73242746","37.57259934","593"
"55.73254551","37.57240622","594"
"55.7329269","37.57374732","595"
"55.73302982","37.57357566","596"
"55.733163","37.57310896","597"
"55.7350154","37.57443397","598"
"55.73508502","37.57414965","599"
"55.73546941","37.57436423","601"
"55.73517582","37.57329135","602"
"55.7353211","37.57320283","603"
"55.73126989","37.5699802","604"
"55.73165432","37.5703718","605"
"55.7315514","37.57060247","606"
"55.73030728","37.56725507","607"
"55.73010749","37.56727117","608"
"55.72933557","37.56501811","609"
"55.72897231","37.56459432","610"
"55.72843043","37.56294208","611"
"55.72820642","37.56287771","612"
"55.72751014","37.56075876","613"
"55.72737391","37.56096261","614"
"55.72667762","37.56014186","615"
"55.72686834","37.55958396","616"
"55.72606911","37.55973952","617"
"55.72584205","37.55981463","618"
"55.7264324","37.55887049","619"
"55.72483995","37.55709487","620"
"55.72467647","37.55741673","621"
"55.72375911","37.5564109","622"
"55.72386508","37.55622047","623"
"55.72302945","37.55585569","624"
"55.72310817","37.55557137","625"
"55.72289926","37.55494374","626"
"55.72734969","37.54904556","627"
"55.72737694","37.54950153","628"
"55.72769481","37.54941034","629"
"55.72873316","37.55326199","630"
"55.72860299","37.55343365","631"
"55.73040717","37.55660402","632"
"55.73006208","37.55649137","633"
"55.73033452","37.55687761","634"
"55.73152718","37.55839574","635"
"55.73142729","37.55869615","636"
"55.73162102","37.55898046","637"
"55.73252305","37.56073999","638"
"55.73273191","37.56071317","639"
"55.73396384","37.56386744","640"
"55.73412427","37.56375479","641"
"55.73416967","37.56424295","642"
"55.73722661","37.56895291","643"
"55.73734465","37.56869006","644"
"55.73745663","37.56918358","645"
"55.73939054","37.57065343","646"
"55.73931186","37.57094311","647"
"55.73975674","37.5712167","648"
"55.74060865","37.57186579","649"
"55.74076602","37.57175046","650"
"55.74410386","37.57497179","651"
"55.74441857","37.57488596","652"
"55.74445186","37.57534193","653"
"55.7373159","37.57570672","654"
"55.73742485","37.57543849","655"
"55.73772145","37.57591056","656"
"55.7390531","37.57611441","657"
"55.73895625","37.57636117","658"
"55.74066312","37.57699418","659"
"55.74076299","37.57680106","660"
"55.74148929","37.57732141","661"
"55.74154981","37.57716047","662"
"55.7427391","37.57794904","663"
"55.74278449","37.57779347","664"
"55.74364391","37.5782119","665"
"55.74353497","37.5783782","666"
"55.745576","37.58009749","667"
"55.74562744","37.57995265","668"
"55.73520936","37.59382235","669"
"55.73487944","37.59425151","670"
"55.73213106","37.59248125","671"
"55.73220371","37.59203064","672"
"55.73068112","37.58915531","673"
"55.73041474","37.5891714","674"
"55.73083248","37.58897292","675"
"55.72924929","37.58600103","676"
"55.72950055","37.58597421","677"
"55.72964888","37.58579719","678"
"55.72840167","37.58408057","679"
"55.72855304","37.58373725","680"
"55.72879521","37.58354413","681"
"55.72648538","37.58143591","682"
"55.72676087","37.58131253","683"
"55.72688802","37.5810604","684"
"55.7246689","37.57896292","685"
"55.72479","37.57861423","686"
"55.72490807","37.57837283","687"
"55.72456293","37.57919359","688"
"55.72637034","37.58164513","689"
"55.72770237","37.58355486","690"
"55.72446151","37.57773849","691"
"55.72434949","37.57801207","692"
"55.72421931","37.57832321","693"
"55.72407398","37.57860752","694"
"55.72269035","37.5753245","695"
"55.72254805","37.5755659","696"
"55.72242088","37.5758824","697"
"55.72228767","37.57615062","698"
"55.72221803","37.57472369","699"
"55.72208178","37.57494899","700"
"55.72197581","37.57528159","701"
"55.72182745","37.57562491","702"
"55.72092517","37.57293197","703"
"55.72087672","37.57324311","704"
"55.72072533","37.57358643","705"
"55.72054366","37.57376882","706"
"55.71995776","37.57165524","707"
"55.71988358","37.57197979","708"
"55.71969433","37.57219973","709"
"55.71958079","37.57247063","710"
"55.71903575","37.570349","711"
"55.71874809","37.57038119","712"
"55.71865725","37.5708318","713"
"55.71843621","37.57102492","714"
"55.71814855","37.57053676","715"
"55.71782152","37.57231774","716"
"55.71761258","37.57195296","717"
"55.71627414","37.57566514","718"
"55.71614998","37.57532986","719"
"55.71556402","37.57729861","720"
"55.71547318","37.57678899","721"
"55.71547015","37.57785651","722"
"55.71654516","37.56844732","723"
