id,address,latitude,longitude
30027,"Торфяная улица, дом 27",56.345802,43.825836
30028,"Торфяная улица, дом 28",56.345615,43.825279
30029,"Торфяная улица, дом 29",56.345478,43.824821
30030,"Торфяная улица, дом 30",56.349621,43.807270
30031,"Торфяная улица, дом 30к1",56.346268,43.807495
30032,"Торфяная улица, дом 30к2",56.348469,43.808750
30033,"Торфяная улица, дом 30к3",56.347240,43.824627
30034,"Торфяная улица, дом 30к6",56.347614,43.806667
30035,"Торфяная улица, дом 30к7",56.349449,43.808922
30036,"Торфяная улица, дом 30к8",56.347961,43.807819
30037,"Торфяная улица, дом 32",56.348862,43.815193
30038,"Торфяная улица, дом 33",56.346195,43.822380
30039,"Торфяная улица, дом 33А",56.348270,43.814518
30040,"Торфяная улица, дом 33с1",56.346241,43.821758
30041,"Торфяная улица, дом 33с13",56.345749,43.818104
30042,"Торфяная улица, дом 33с16",56.345844,43.822857
30043,"Торфяная улица, дом 33с17",56.345001,43.821796
30044,"Торфяная улица, дом 33с18",56.345364,43.822872
30045,"Торфяная улица, дом 33с2",56.346111,43.821365
30046,"Торфяная улица, дом 33с20",56.346725,43.819084
30047,"Торфяная улица, дом 33с21",56.346203,43.817860
30048,"Торфяная улица, дом 33с22",56.346073,43.817970
30049,"Торфяная улица, дом 33с23",56.345406,43.821533
30050,"Торфяная улица, дом 33с24",56.345634,43.819450
30051,"Торфяная улица, дом 33с25",56.345367,43.819920
30052,"Торфяная улица, дом 33с26",56.345394,43.817188
30053,"Торфяная улица, дом 33с27",56.345505,43.817348
30054,"Торфяная улица, дом 33с29",56.345993,43.817341
30055,"Торфяная улица, дом 33с3",56.345978,43.820923
30056,"Торфяная улица, дом 33с4",56.345844,43.820492
30057,"Торфяная улица, дом 33с5",56.344471,43.819000
30058,"Торфяная улица, дом 33с8",56.345203,43.818680
30059,"Торфяная улица, дом 34",56.346451,43.825470
30060,"Торфяная улица, дом 34к1",56.347897,43.820419
30061,"Торфяная улица, дом 34к2",56.348042,43.821663
30062,"Торфяная улица, дом 34к3",56.347340,43.819973
30063,"Торфяная улица, дом 35",56.348606,43.816433
30064,"Торфяная улица, дом 35К1",56.348133,43.816910
30065,"Торфяная улица, дом 35К2",56.348202,43.816566
30066,"Торфяная улица, дом 35К3",56.349503,43.817017
30067,"Торфяная улица, дом 40",56.351551,43.824284
30068,"Торфяная улица, дом 41",56.347290,43.827778
30069,"Торфяная улица, дом 42",56.350811,43.828640
30070,"Торфяная улица, дом 43",56.351318,43.822002
30071,"Торфяная улица, дом 43А",56.352081,43.819099
30072,"Торфяная улица, дом 44",56.352299,43.820530
30073,"Торфяная улица, дом 44Б",56.351891,43.821426
30074,"Торфяная улица, дом 44В",56.352192,43.820862
30075,"Торфяная улица, дом 44Д",56.351910,43.820637
30076,"2-я линия, дом 37",56.379215,43.747181
30077,"2-я линия, дом 37А",56.379360,43.747478
30078,"2-я линия, дом 39",56.379116,43.746948
30079,"2-я линия, дом 41",56.379009,43.746704
30080,"2-я линия, дом 43",56.378914,43.746490
30081,"2-я линия, дом 44",56.379128,43.747765
30082,"2-я линия, дом 45",56.378754,43.746159
30083,"2-я линия, дом 46",56.378788,43.747055
30084,"2-я линия, дом 47",56.378544,43.745674
30085,"2-я линия, дом 48",56.378677,43.746796
30086,"2-я линия, дом 49",56.378429,43.745411
30087,"2-я линия, дом 50",56.378540,43.746464
30088,"2-я линия, дом 51",56.378311,43.745125
30089,"2-я линия, дом 52",56.378399,43.746159
30090,"2-я линия, дом 53",56.378143,43.744774
30091,"2-я линия, дом 55",56.377991,43.744476
30092,"2-я линия, дом 56",56.378075,43.745403
30093,"2-я линия, дом 57",56.377880,43.744225
30094,"2-я линия, дом 58",56.377926,43.745090
30095,"2-я линия, дом 59",56.377712,43.743633
30096,"2-я линия, дом 60",56.377811,43.744854
30097,"2-я линия, дом 61",56.377979,43.743851
30098,"2-я линия, дом 62",56.377636,43.744442
30099,"2-я линия, дом 64",56.377415,43.743965
30100,"2-я линия, дом 65",56.377491,43.743328
30101,"2-я линия, дом 66",56.377312,43.743778
30102,"2-я линия, дом 67",56.377342,43.742977
30103,"2-я линия, дом 68",56.377197,43.743408
30104,"2-я линия, дом 69",56.377132,43.742607
30105,"Чонгарская улица, дом 2",56.304211,43.941021
30106,"Чонгарская улица, дом 4",56.304115,43.940453
30107,"Чонгарская улица, дом 17",56.302834,43.935791
30108,"Чонгарская улица, дом 17А",56.302826,43.936348
30109,"Чонгарская улица, дом 20",56.303268,43.935413
30110,"Чонгарская улица, дом 22",56.303211,43.934742
30111,"Чонгарская улица, дом 23",56.302593,43.934338
30112,"Чонгарская улица, дом 25",56.302498,43.933788
30113,"Чонгарская улица, дом 26",56.302917,43.933563
30114,"Чонгарская улица, дом 27",56.302406,43.933258
30115,"Чонгарская улица, дом 28",56.302853,43.932926
30116,"Чонгарская улица, дом 28А",56.303146,43.932045
30117,"Чонгарская улица, дом 29",56.302177,43.932461
30118,"Чонгарская улица, дом 30",56.302540,43.930958
30119,"Чонгарская улица, дом 31",56.302143,43.931904
30120,"Чонгарская улица, дом 32",56.302502,43.930511
30121,"Чонгарская улица, дом 33",56.301979,43.931374
30122,"Чонгарская улица, дом 35",56.301838,43.930637
30123,"Чонгарская улица, дом 36",56.302338,43.930008
30124,"Чонгарская улица, дом 37",56.301819,43.930054
30125,"Чонгарская улица, дом 38",56.302208,43.929306
30126,"Чонгарская улица, дом 39",56.301662,43.929550
30127,"Чонгарская улица, дом 40",56.302052,43.928398
30128,"Чонгарская улица, дом 43",56.301384,43.928226
30129,"Чонгарская улица, дом 43А",56.300987,43.928246
30130,"Чонгарская улица, дом 44",56.303288,43.929897
30131,"Чонгарская улица, дом 44А",56.303696,43.930321
30132,"Чонгарская улица, дом 46",56.302582,43.928955
30133,"Черниговская улица, дом 4",56.324265,43.977215
30134,"Черниговская улица, дом 5",56.324116,43.976997
30135,"Черниговская улица, дом 6",56.323940,43.976700
30136,"Черниговская улица, дом 7",56.323822,43.976532
30137,"Черниговская улица, дом 7А",56.323631,43.977520
30138,"Черниговская улица, дом 7Б",56.323448,43.976944
30139,"Черниговская улица, дом 7В",56.324722,43.978256
30140,"Черниговская улица, дом 7Г",56.323418,43.976089
30141,"Черниговская улица, дом 9",56.322948,43.975433
30142,"Черниговская улица, дом 10",56.322563,43.974949
30143,"Черниговская улица, дом 11",56.322235,43.974850
30144,"Черниговская улица, дом 11а",56.321835,43.974689
30145,"Черниговская улица, дом 11Б",56.321823,43.974403
30146,"Черниговская улица, дом 12",56.321571,43.974060
30147,"Черниговская улица, дом 12А",56.321495,43.974094
30148,"Черниговская улица, дом 12Б",56.321358,43.973835
30149,"Черниговская улица, дом 12В",56.321133,43.973873
30150,"Черниговская улица, дом 13Б",56.320793,43.973656
30151,"Черниговская улица, дом 14",56.320812,43.973358
30152,"Черниговская улица, дом 14Б",56.320621,43.973217
30153,"Черниговская улица, дом 15",56.320244,43.972858
30154,"Черниговская улица, дом 15А",56.319859,43.972542
30155,"Черниговская улица, дом 16",56.319798,43.972847
30156,"Черниговская улица, дом 17",56.319603,43.972309
30157,"Черниговская улица, дом 17а",56.319374,43.972149
30158,"Черниговская улица, дом 17Ак1",56.319126,43.971985
30159,"Черниговская улица, дом 17Ак2",56.318932,43.971851
30160,"Черниговская улица, дом 17Б",56.319069,43.972389
30161,"Черниговская улица, дом 17В",56.318386,43.971878
30162,"Черниговская улица, дом 20",56.315475,43.970188
30163,"Черниговская улица, дом 20А",56.316490,43.968689
30164,"Черниговская улица, дом 20к1",56.314743,43.969643
30165,"Черниговская улица, дом 21",56.314468,43.970306
30166,"Черниговская улица, дом 22",56.314083,43.970181
30167,"Черниговская улица, дом 29",56.307487,43.969154
30168,"Черниговская улица, дом 30",56.306419,43.969570
30169,"Советская улица, дом 1",56.323715,43.956909
30170,"Советская улица, дом 2А",56.330536,43.965714
30171,"Советская улица, дом 3",56.323704,43.956463
30172,"Советская улица, дом 5",56.323647,43.956131
30173,"Советская улица, дом 7",56.323608,43.955681
30174,"Советская улица, дом 9",56.323574,43.954765
30175,"Советская улица, дом 11",56.323524,43.953671
30176,"Советская улица, дом 12",56.325607,43.957970
30177,"Советская улица, дом 13",56.323475,43.952930
30178,"Советская улица, дом 14",56.324585,43.957649
30179,"Советская улица, дом 14А",56.324810,43.958752
30180,"Советская улица, дом 15",56.323399,43.951981
30181,"Советская улица, дом 16",56.324001,43.955761
30182,"Советская улица, дом 17",56.323406,43.951443
30183,"Советская улица, дом 18",56.323898,43.953659
30184,"Советская улица, дом 18А",56.324245,43.952862
30185,"Советская улица, дом 18Б",56.323971,43.952976
30186,"Советская улица, дом 19",56.323357,43.950901
30187,"Советская улица, дом 20",56.323792,43.951000
30188,"Советская улица, дом 20А",56.324657,43.950748
30189,"Советская улица, дом 20АК1",56.324341,43.951370
30190,"Советская улица, дом 20В",56.324326,43.950947
30191,"Советская улица, дом 21",56.323318,43.950172
30192,"Советская улица, дом 22",56.323608,43.949257
30193,"Советская улица, дом 23/2",56.323257,43.949463
30194,"Советская улица, дом 23с2",56.322865,43.949841
30195,"улица Ногина, дом 1",56.361263,43.851181
30196,"улица Ногина, дом 2",56.360565,43.850945
30197,"улица Ногина, дом 2А",56.360706,43.851334
30198,"улица Ногина, дом 3",56.360882,43.850300
30199,"улица Ногина, дом 4",56.359703,43.851044
30200,"улица Ногина, дом 5Б",56.360481,43.849483
30201,"улица Ногина, дом 6",56.359997,43.849636
30202,"улица Ногина, дом 7",56.360172,43.848736
30203,"улица Ногина, дом 7А",56.361080,43.848881
30204,"улица Ногина, дом 9",56.359425,43.847271
30205,"улица Ногина, дом 13А",56.359154,43.846455
30206,"улица Ногина, дом 15",56.358627,43.845367
30207,"улица Ногина, дом 20",56.359081,43.847900
30208,"улица Ногина, дом 22",56.358192,43.845985
30209,"Тяблинский переулок, дом 1",56.216209,43.829422
30210,"Тяблинский переулок, дом 2",56.216103,43.828850
30211,"Тяблинский переулок, дом 3",56.216377,43.829262
30212,"Тяблинский переулок, дом 4",56.216454,43.828560
30213,"Тяблинский переулок, дом 5",56.216530,43.829109
30214,"Тяблинский переулок, дом 7",56.216709,43.828930
30215,"Тяблинский переулок, дом 9",56.216961,43.828678
30216,"Тяблинский переулок, дом 11",56.217098,43.828514
30217,"Тяблинский переулок, дом 13",56.217220,43.828415
30218,"Тяблинский переулок, дом 15",56.217346,43.828308
30219,"Тяблинский переулок, дом 17",56.217571,43.828075
30220,"улица Фурманова, дом 1",56.362602,43.843086
30221,"улица Фурманова, дом 2",56.362511,43.843842
30222,"улица Фурманова, дом 3",56.362465,43.842880
30223,"улица Фурманова, дом 4",56.362389,43.843544
30224,"улица Фурманова, дом 5",56.362312,43.842583
30225,"улица Фурманова, дом 6",56.362217,43.843246
30226,"улица Фурманова, дом 7",56.362221,43.842365
30227,"улица Фурманова, дом 8",56.362133,43.842953
30228,"улица Фурманова, дом 9",56.362103,43.842159
30229,"улица Фурманова, дом 9А",56.362179,43.841801
30230,"улица Фурманова, дом 10",56.362007,43.842827
30231,"улица Фурманова, дом 11",56.361832,43.841587
30232,"улица Фурманова, дом 12",56.361843,43.842323
30233,"улица Фурманова, дом 13",56.361698,43.841190
30234,"улица Фурманова, дом 14",56.361671,43.841980
30235,"улица Фурманова, дом 14А",56.361572,43.841766
30236,"улица Фурманова, дом 15",56.361572,43.840919
30237,"улица Фурманова, дом 16",56.361465,43.841541
30238,"улица Фурманова, дом 17",56.361458,43.840706
30239,"улица Фурманова, дом 18",56.361244,43.841156
30240,"улица Фурманова, дом 19",56.361336,43.840427
30241,"улица Фурманова, дом 21",56.361225,43.840195
30242,"улица Фурманова, дом 22",56.361164,43.840866
30243,"улица Фурманова, дом 23",56.361099,43.839996
30244,"улица Фурманова, дом 24",56.361004,43.840546
30245,"улица Фурманова, дом 25",56.361012,43.839699
30246,"улица Фурманова, дом 26",56.360905,43.840294
30247,"улица Фурманова, дом 27",56.360928,43.839401
30248,"улица Фурманова, дом 27А",56.361061,43.839169
30249,"улица Фурманова, дом 28",56.360821,43.840031
30250,"улица Фурманова, дом 29",56.360806,43.839260
30251,"улица Фурманова, дом 30",56.360630,43.839664
30252,"улица Фурманова, дом 31",56.360558,43.838737
30253,"улица Фурманова, дом 32",56.360432,43.839287
30254,"улица Фурманова, дом 33",56.360451,43.838531
30255,"улица Фурманова, дом 34",56.360313,43.839069
30256,"улица Фурманова, дом 36",56.360191,43.838737
30257,"улица Фурманова, дом 40",56.360092,43.837788
30258,"улица Старых Производственников, дом 1",56.232063,43.856094
30259,"улица Старых Производственников, дом 1А",56.231426,43.856903
30260,"улица Старых Производственников, дом 2",56.231873,43.855637
30261,"улица Старых Производственников, дом 2А",56.231243,43.856434
30262,"улица Старых Производственников, дом 2Б",56.230984,43.855499
30263,"улица Старых Производственников, дом 4",56.230762,43.857018
30264,"улица Старых Производственников, дом 6",56.230171,43.857269
30265,"улица Старых Производственников, дом 8",56.229809,43.857700
30266,"улица Старых Производственников, дом 9",56.230156,43.858608
30267,"улица Старых Производственников, дом 10",56.229465,43.858158
30268,"улица Старых Производственников, дом 11",56.230156,43.860291
30269,"улица Старых Производственников, дом 11А",56.229736,43.859158
30270,"улица Старых Производственников, дом 13",56.228897,43.862209
30271,"улица Старых Производственников, дом 13А",56.229225,43.859928
30272,"улица Старых Производственников, дом 13В",56.228817,43.861134
30273,"улица Старых Производственников, дом 13Г",56.228905,43.860943
30274,"улица Старых Производственников, дом 15",56.227589,43.861904
30275,"улица Старых Производственников, дом 17",56.228168,43.862373
30276,"улица Старых Производственников, дом 18",56.227917,43.860264
30277,"улица Старых Производственников, дом 18А",56.227589,43.860649
30278,"улица Старых Производственников, дом 19",56.228519,43.863129
30279,"улица Старых Производственников, дом 20",56.227295,43.859451
30280,"улица Старых Производственников, дом 21",56.228870,43.863880
30281,"улица Старых Производственников, дом 22",56.225544,43.863449
30282,"улица Старых Производственников, дом 46А",56.233971,43.853748
30283,"Нолинская улица, дом 56",56.335285,43.928768
30284,"Нолинская улица, дом 56А",56.334419,43.929649
30285,"Чугунный переулок, дом 2",56.364719,43.835442
30286,"Чугунный переулок, дом 2А",56.364559,43.835461
30287,"Чугунный переулок, дом 3",56.364639,43.834930
30288,"Чугунный переулок, дом 4",56.364349,43.835495
30289,"Чугунный переулок, дом 5",56.364414,43.835018
30290,"Чугунный переулок, дом 6",56.364166,43.835461
30291,"Чугунный переулок, дом 8",56.363998,43.835476
30292,"Чугунный переулок, дом 10",56.363838,43.835613
30293,"Студёная улица, дом 1/11",56.319000,44.000057
30294,"Студёная улица, дом 1а",56.318771,43.999985
30295,"Студёная улица, дом 3",56.318466,43.999931
30296,"Студёная улица, дом 3а",56.318455,43.999474
30297,"Студёная улица, дом 3б",56.318645,43.999256
30298,"Студёная улица, дом 5",56.318275,43.999985
30299,"Студёная улица, дом 6",56.318352,44.001179
30300,"Студёная улица, дом 6б",56.318272,44.001648
30301,"Студёная улица, дом 7",56.318100,43.999969
30302,"Студёная улица, дом 7а",56.318214,43.998699
30303,"Студёная улица, дом 8",56.318272,44.000614
30304,"Студёная улица, дом 9",56.317818,43.999958
30305,"Студёная улица, дом 9а",56.317890,43.999634
30306,"Студёная улица, дом 9Б",56.317722,43.999302
30307,"Студёная улица, дом 10",56.317818,44.000462
30308,"Студёная улица, дом 10а",56.318016,44.000748
30309,"Студёная улица, дом 10б",56.317856,44.001045
30310,"Студёная улица, дом 11",56.317627,44.000023
30311,"Студёная улица, дом 12",56.317661,44.000427
30312,"Студёная улица, дом 13/28",56.317421,43.999886
30313,"Студёная улица, дом 14",56.317513,44.000389
30314,"Студёная улица, дом 30",56.314735,44.000290
30315,"Студёная улица, дом 32",56.314251,44.000668
30316,"Студёная улица, дом 32Г",56.314327,44.000202
30317,"Студёная улица, дом 34а",56.314243,44.001225
30318,"Студёная улица, дом 34б",56.314419,44.001476
30319,"Студёная улица, дом 35а",56.314297,43.999256
30320,"Студёная улица, дом 36",56.314087,44.000191
30321,"Студёная улица, дом 37",56.314030,43.999466
30322,"Студёная улица, дом 38",56.313862,44.000191
30323,"Студёная улица, дом 39",56.313824,43.999687
30324,"Студёная улица, дом 41",56.313709,43.999660
30325,"Студёная улица, дом 42",56.313568,44.000149
30326,"Студёная улица, дом 43",56.313580,43.999653
30327,"Студёная улица, дом 45",56.313396,43.999653
30328,"Студёная улица, дом 48",56.313019,44.000103
30329,"Студёная улица, дом 49/6",56.312981,43.999546
30330,"Студёная улица, дом 51/11",56.312641,43.999512
30331,"Студёная улица, дом 52",56.312294,43.999985
30332,"Студёная улица, дом 53",56.312336,43.999519
30333,"Студёная улица, дом 54",56.312149,44.000004
30334,"Студёная улица, дом 54а",56.312077,44.000462
30335,"Студёная улица, дом 55",56.312054,43.999493
30336,"Студёная улица, дом 55а",56.312050,43.998871
30337,"Студёная улица, дом 56",56.311962,43.999996
30338,"Студёная улица, дом 57",56.311771,43.999474
30339,"Студёная улица, дом 58",56.311741,44.000301
30340,"Студёная улица, дом 58а",56.311996,44.001205
30341,"Студёная улица, дом 58Б",56.311543,44.000469
30342,"Студёная улица, дом 59",56.311497,43.999474
30343,"Студёная улица, дом 59а",56.311543,43.998970
30344,"Студёная улица, дом 61",56.311176,43.999481
30345,"Студёная улица, дом 63/1",56.310944,43.999413
30346,"Студёная улица, дом 68А",56.309975,44.000748
30347,"Студёная улица, дом 78",56.309174,44.001118
30348,"Студёная улица, дом 80",56.308716,44.001217
30349,"Черноморская улица, дом 3",56.330864,43.934013
30350,"Черноморская улица, дом 4",56.330696,43.934059
30351,"Черноморская улица, дом 5",56.330776,43.933609
30352,"Черноморская улица, дом 6",56.330566,43.933582
30353,"Черноморская улица, дом 7",56.330807,43.933403
30354,"Черноморская улица, дом 9",56.330753,43.933258
30355,"Черноморская улица, дом 11",56.330605,43.933025
30356,"Черноморская улица, дом 13",56.330536,43.932854
30357,"Мончегорская улица, дом 1",56.232597,43.834614
30358,"Мончегорская улица, дом 1А",56.232773,43.835217
30359,"Мончегорская улица, дом 1Б",56.232918,43.834991
30360,"Мончегорская улица, дом 1В",56.232910,43.834732
30361,"Мончегорская улица, дом 2",56.232101,43.834122
30362,"Мончегорская улица, дом 2А",56.235809,43.833870
30363,"Мончегорская улица, дом 3",56.231716,43.833843
30364,"Мончегорская улица, дом 3к1",56.236046,43.831310
30365,"Мончегорская улица, дом 3к2",56.235336,43.832298
30366,"Мончегорская улица, дом 3к3",56.235905,43.832790
30367,"Мончегорская улица, дом 3к4",56.235943,43.833412
30368,"Мончегорская улица, дом 4",56.231388,43.833393
30369,"Мончегорская улица, дом 4к1",56.235416,43.833248
30370,"Мончегорская улица, дом 4к2",56.235512,43.834282
30371,"Мончегорская улица, дом 5",56.231133,43.833611
30372,"Мончегорская улица, дом 6",56.231136,43.834156
30373,"Мончегорская улица, дом 6А",56.234535,43.833618
30374,"Мончегорская улица, дом 6Ак2",56.234280,43.831020
30375,"Мончегорская улица, дом 6к1",56.234470,43.832371
30376,"Мончегорская улица, дом 7",56.230625,43.833645
30377,"Мончегорская улица, дом 7А",56.233349,43.834042
30378,"Мончегорская улица, дом 7б",56.234150,43.835056
30379,"Мончегорская улица, дом 8",56.230862,43.833393
30380,"Мончегорская улица, дом 8А",56.232498,43.832771
30381,"Мончегорская улица, дом 8Ак1",56.233601,43.832298
30382,"Мончегорская улица, дом 9",56.230862,43.832870
30383,"Мончегорская улица, дом 9А",56.232414,43.833294
30384,"Мончегорская улица, дом 10",56.230476,43.832584
30385,"Мончегорская улица, дом 10А",56.231884,43.832672
30386,"Мончегорская улица, дом 11",56.230141,43.832161
30387,"Мончегорская улица, дом 11/2",56.230522,43.830509
30388,"Мончегорская улица, дом 11А",56.231190,43.829369
30389,"Мончегорская улица, дом 11А/1",56.231163,43.832127
30390,"Мончегорская улица, дом 11Ак1",56.231148,43.829979
30391,"Мончегорская улица, дом 11Ак2",56.231388,43.831371
30392,"Мончегорская улица, дом 11Ак3",56.231705,43.830727
30393,"Мончегорская улица, дом 11Б",56.229843,43.830643
30394,"Мончегорская улица, дом 11в",56.230976,43.829845
30395,"Мончегорская улица, дом 11Г",56.230862,43.830284
30396,"Мончегорская улица, дом 11Д",56.230728,43.829540
30397,"Мончегорская улица, дом 12",56.229515,43.831478
30398,"Мончегорская улица, дом 12А",56.232262,43.831650
30399,"Мончегорская улица, дом 12Ак1",56.232574,43.826935
30400,"Мончегорская улица, дом 12Ак2",56.232609,43.829308
30401,"Мончегорская улица, дом 12Б",56.230408,43.831291
30402,"Мончегорская улица, дом 12к1",56.231468,43.828003
30403,"Мончегорская улица, дом 12к2",56.230930,43.827545
30404,"Мончегорская улица, дом 12к3",56.232048,43.828964
30405,"Мончегорская улица, дом 13",56.229145,43.831211
30406,"Мончегорская улица, дом 13А",56.229401,43.830364
30407,"Мончегорская улица, дом 13Ак1",56.232304,43.830502
30408,"Мончегорская улица, дом 13Ак2",56.233234,43.830502
30409,"Мончегорская улица, дом 13Д",56.232464,43.825947
30410,"Мончегорская улица, дом 14",56.228809,43.830833
30411,"Мончегорская улица, дом 14А",56.229061,43.830044
30412,"Мончегорская улица, дом 15",56.228630,43.831211
30413,"Мончегорская улица, дом 15А",56.233753,43.827526
30414,"Мончегорская улица, дом 15Ак1",56.232979,43.827690
30415,"Мончегорская улица, дом 15Б",56.233109,43.829838
30416,"Мончегорская улица, дом 16",56.228310,43.830906
30417,"Мончегорская улица, дом 16А",56.233379,43.828400
30418,"Мончегорская улица, дом 16Ак1",56.233936,43.829136
30419,"Мончегорская улица, дом 16Ак2",56.235199,43.829800
30420,"Мончегорская улица, дом 16Ак3",56.235592,43.828964
30421,"Мончегорская улица, дом 16Ак4",56.235298,43.831165
30422,"Мончегорская улица, дом 16Б",56.233475,43.829945
30423,"Мончегорская улица, дом 17",56.228371,43.830376
30424,"Мончегорская улица, дом 17А",56.228645,43.829613
30425,"Мончегорская улица, дом 17А/8",56.232700,43.818741
30426,"Мончегорская улица, дом 17Ак1",56.233208,43.823467
30427,"Мончегорская улица, дом 17Ак2",56.234020,43.822498
30428,"Мончегорская улица, дом 17Ак3",56.233479,43.821167
30429,"Мончегорская улица, дом 17Ак4",56.233334,43.822136
30430,"Мончегорская улица, дом 17Ак5",56.232357,43.824265
30431,"Мончегорская улица, дом 18",56.228020,43.830132
30432,"Мончегорская улица, дом 18А",56.228291,43.829281
30433,"Мончегорская улица, дом 18к1",56.232239,43.821842
30434,"Мончегорская улица, дом 18к2",56.231102,43.820988
30435,"Мончегорская улица, дом 18к3",56.231739,43.821930
30436,"Мончегорская улица, дом 18к4",56.231197,43.822090
30437,"Мончегорская улица, дом 18к5",56.231522,43.822289
30438,"Мончегорская улица, дом 19",56.227684,43.829708
30439,"Мончегорская улица, дом 19А",56.227654,43.828373
30440,"Мончегорская улица, дом 19Ак1",56.231255,43.824833
30441,"Мончегорская улица, дом 19к1",56.231384,43.823460
30442,"Мончегорская улица, дом 19к2",56.230892,43.822891
30443,"Мончегорская улица, дом 19к3",56.231850,43.823261
30444,"Мончегорская улица, дом 20",56.225880,43.829502
30445,"Мончегорская улица, дом 21",56.226105,43.829109
30446,"Мончегорская улица, дом 21А",56.226509,43.828945
30447,"Мончегорская улица, дом 22",56.225952,43.828659
30448,"Мончегорская улица, дом 22А",56.226322,43.827869
30449,"Мончегорская улица, дом 23",56.225544,43.828606
30450,"Мончегорская улица, дом 24",56.225155,43.828415
30451,"Мончегорская улица, дом 25",56.225079,43.829269
30452,"Мончегорская улица, дом 26",56.224819,43.828751
30453,"Мончегорская улица, дом 27",56.224472,43.829063
30454,"Мончегорская улица, дом 28",56.224312,43.829494
30455,"Мончегорская улица, дом 29",56.235115,43.827778
30456,"Мончегорская улица, дом 30",56.235729,43.826576
30457,"Мончегорская улица, дом 31",56.235886,43.825478
30458,"Мончегорская улица, дом 32",56.234806,43.826530
30459,"Мончегорская улица, дом 32А",56.234550,43.827736
30460,"Мончегорская улица, дом 33",56.234379,43.826153
30461,"Мончегорская улица, дом 33А",56.233585,43.825695
30462,"Мончегорская улица, дом 34",56.236332,43.828068
30463,"Мончегорская улица, дом 85",56.230106,43.822327
30464,"Сурская улица, дом 1",56.277668,43.998837
30465,"Сурская улица, дом 2",56.277622,43.999348
30466,"Сурская улица, дом 3",56.277447,43.998764
30467,"Сурская улица, дом 4",56.277412,43.999275
30468,"Сурская улица, дом 5",56.277260,43.998730
30469,"Сурская улица, дом 6",56.277222,43.999203
30470,"Сурская улица, дом 7",56.277046,43.998657
30471,"Сурская улица, дом 8",56.276966,43.999176
30472,"Сурская улица, дом 9",56.276867,43.998604
30473,"Сурская улица, дом 10",56.276779,43.999187
30474,"Сурская улица, дом 11",56.276024,43.998379
30475,"Сурская улица, дом 13",56.275848,43.998306
30476,"Сурская улица, дом 15",56.275658,43.998260
30477,"Сурская улица, дом 16",56.276142,43.998924
30478,"Сурская улица, дом 18",56.275906,43.998837
30479,"Сурская улица, дом 20",56.275642,43.998791
30480,"Сурская улица, дом 22",56.275410,43.998718
30481,"Сурская улица, дом 24",56.275219,43.998646
30482,"бульвар 60-летия Октября, дом 1",56.285393,44.051834
30483,"бульвар 60-летия Октября, дом 2",56.284985,44.052116
30484,"бульвар 60-летия Октября, дом 2А",56.284756,44.051727
30485,"бульвар 60-летия Октября, дом 3",56.286518,44.051720
30486,"бульвар 60-летия Октября, дом 4",56.283825,44.050945
30487,"бульвар 60-летия Октября, дом 5",56.286781,44.050289
30488,"бульвар 60-летия Октября, дом 5А",56.286297,44.042164
30489,"бульвар 60-летия Октября, дом 5к2",56.285858,44.050362
30490,"бульвар 60-летия Октября, дом 6",56.284740,44.050156
30491,"бульвар 60-летия Октября, дом 7",56.285698,44.049618
30492,"бульвар 60-летия Октября, дом 8",56.284115,44.049557
30493,"бульвар 60-летия Октября, дом 9",56.285233,44.048405
30494,"бульвар 60-летия Октября, дом 10",56.284534,44.048485
30495,"бульвар 60-летия Октября, дом 11",56.285904,44.048836
30496,"бульвар 60-летия Октября, дом 12",56.284683,44.046814
30497,"бульвар 60-летия Октября, дом 12А",56.284378,44.047497
30498,"бульвар 60-летия Октября, дом 13",56.286175,44.048054
30499,"бульвар 60-летия Октября, дом 14/12",56.284267,44.045952
30500,"бульвар 60-летия Октября, дом 15",56.285797,44.047325
30501,"бульвар 60-летия Октября, дом 16/9",56.284428,44.044434
30502,"бульвар 60-летия Октября, дом 17",56.285210,44.046707
30503,"бульвар 60-летия Октября, дом 18",56.284630,44.043465
30504,"бульвар 60-летия Октября, дом 20",56.284470,44.042171
30505,"бульвар 60-летия Октября, дом 21/7",56.285282,44.044930
30506,"бульвар 60-летия Октября, дом 22",56.284588,44.041336
30507,"бульвар 60-летия Октября, дом 22А",56.284454,44.040661
30508,"бульвар 60-летия Октября, дом 23к1",56.285309,44.042252
30509,"бульвар 60-летия Октября, дом 23к2",56.285892,44.042801
30510,"бульвар 60-летия Октября, дом 23к3",56.286861,44.042763
30511,"бульвар 60-летия Октября, дом 23к4",56.287266,44.042099
30512,"бульвар 60-летия Октября, дом 24",56.284756,44.040733
30513,"бульвар 60-летия Октября, дом 25к1",56.285183,44.040878
30514,"бульвар 60-летия Октября, дом 25к2",56.286175,44.040779
30515,"бульвар 60-летия Октября, дом 25к3",56.287167,44.040779
30516,"бульвар 60-летия Октября, дом 26",56.284439,44.039989
30517,"бульвар 60-летия Октября, дом 28",56.284557,44.039108
30518,"Футбольный переулок, дом 5",56.374012,43.830276
30519,"Футбольный переулок, дом 6",56.373703,43.830364
30520,"Футбольный переулок, дом 7",56.373882,43.830025
30521,"Футбольный переулок, дом 8",56.373558,43.830097
30522,"Футбольный переулок, дом 9",56.373779,43.829838
30523,"Футбольный переулок, дом 11",56.373623,43.829556
